symbol,name,sector,industry,market_cap_usd
PSN,Parsons Corporation Common Stock,Technology,EDP Services,5745816363.0
CE,Celanese Corporation Common Stock,Industrials,Major Chemicals,5745220418.0
PEGA,Pegasystems Inc. Common Stock,Technology,EDP Services,5740436352.0
PIPR,Piper Sandler Companies Common Stock,Finance,Investment Bankers/Brokers/Service,5731825483.0
KMX,CarMax Inc,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,5723193963.0
PTCT,PTC Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,5707743948.0
ABCB,Ameris Bancorp Common Stock,Finance,Major Banks,5699002079.0
CACC,Credit Acceptance Corporation Common Stock,Finance,Finance: Consumer Services,5698646681.0
PATH,UiPath Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,5688446329.0
NOVT,Novanta Inc. Common Stock,Miscellaneous,Industrial Machinery/Components,5687213723.0
GVA,Granite Construction Incorporated Common Stock,Industrials,Military/Government/Technical,5684883535.0
AMTM,Amentum Holdings Inc. Common Stock,Consumer Discretionary,Business Services,5675468090.0
ESTC,Elastic N.V. Ordinary Shares,Technology,Computer Software: Prepackaged Software,5672890248.0
CGON,CG Oncology Inc. Common stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5667008890.0
BKH,Black Hills Corporation Common Stock,Utilities,Electric Utilities: Central,5655557886.0
USAR,USA Rare Earth Inc. Class A Common Stock,Basic Materials,Metal Mining,5642794760.0
MCY,Mercury General Corporation Common Stock,Finance,Property-Casualty Insurers,5595912986.0
ESAB,ESAB Corporation Common Stock,Industrials,Industrial Machinery/Components,5590767613.0
COGT,Cogent Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,5582257691.0
CWST,Casella Waste Systems Inc. Class A Common Stock,Utilities,Environmental Services,5560144943.0
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,Technology,Semiconductors,5551848958.0
AVTR,Avantor Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,5543973864.0
CRC,California Resources Corporation Common Stock,Energy,Oil & Gas Production,5508835658.0
ADT,ADT Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services,5504169362.0
MATX,Matson Inc. Common Stock,Consumer Discretionary,Marine Transportation,5503075017.0
MTG,MGIC Investment Corporation Common Stock,Finance,Property-Casualty Insurers,5498746968.0
HIMS,Hims & Hers Health Inc. Class A Common Stock,Health Care,Medical/Nursing Services,5497120256.0
KRG,Kite Realty Group Trust Common Stock,Real Estate,Real Estate Investment Trusts,5488888874.0
CROX,Crocs Inc. Common Stock,Consumer Discretionary,Shoe Manufacturing,5487724725.0
HWC,Hancock Whitney Corporation Common Stock,Finance,Major Banks,5478162840.0
OBDC,Blue Owl Capital Corporation Common Stock,Finance,Diversified Financial Services,5474248827.0
SEI,Solaris Energy Infrastructure Inc. Class A Common Stock,Consumer Discretionary,Oil and Gas Field Machinery,5461963523.0
GXO,GXO Logistics Inc. Common Stock ,Consumer Discretionary,Transportation Services,5461356520.0
M,Macy's Inc Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,5449312569.0
MUR,Murphy Oil Corporation Common Stock,Energy,Oil & Gas Production,5447283888.0
OZK,Bank OZK Common Stock,Finance,Major Banks,5446373394.0
LEGN,Legend Biotech Corporation American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,5432147382.0
SIGI,Selective Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers,5430165464.0
LQDA,Liquidia Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,5422835477.0
TMHC,Taylor Morrison Home Corporation Common Stock,Consumer Discretionary,Homebuilding,5417869655.0
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,Energy,Oil & Gas Production,5407876859.0
BLTE,Belite Bio Inc American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,5401376508.0
AUB,Atlantic Union Bankshares Corporation Common Stock,Finance,Major Banks,5375424640.0
VCTR,Victory Capital Holdings Inc. Class A Common Stock,Finance,Investment Managers,5372047316.0
EPAM,EPAM Systems Inc. Common Stock,Technology,EDP Services,5364982673.0
BGC,BGC Group Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service,5360643768.0
HOMB,Home BancShares Inc. Common Stock,Finance,Major Banks,5359611186.0
RUSHA,Rush Enterprises Inc. Common Stock Cl A,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,5353599727.0
WTM,White Mountains Insurance Group Ltd. Common Stock,Finance,Property-Casualty Insurers,5317038990.0
LYFT,Lyft Inc. Class A Common Stock,Consumer Discretionary,Business Services,5277587195.0
PLUG,Plug Power Inc. Common Stock,Energy,Industrial Machinery/Components,5273361130.0
MARA,MARA Holdings Inc. Common Stock,Technology,EDP Services,5265345646.0
BC,Brunswick Corporation Common Stock,Industrials,Industrial Machinery/Components,5260330500.0
EQPT,EquipmentShare.com Inc Class A Common Stock,Consumer Discretionary,Diversified Commercial Services,5231735761.0
SBRA,Sabra Health Care REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts,5225378768.0
HESM,Hess Midstream LP Class A Representing Limited Partner Interests,Energy,Oil & Gas Production,5221313839.0
WEX,WEX Inc. common stock,Consumer Discretionary,Business Services,5219635610.0
HASI,HA Sustainable Infrastructure Capital Inc. Common Stock,Finance,Finance/Investors Services,5215654505.0
FND,Floor & Decor Holdings Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials,5211218972.0
BCPC,Balchem Corporation Common Stock,Industrials,Major Chemicals,5197000973.0
LBRT,Liberty Energy Inc. Class A common stock,Energy,Oilfield Services/Equipment,5196014685.0
GOLF,Acushnet Holdings Corp. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,5177934907.0
OGS,ONE Gas Inc. Common Stock,Utilities,Oil/Gas Transmission,5177908973.0
DLB,Dolby Laboratories Common Stock,Miscellaneous,Multi-Sector Companies,5175462872.0
RITM,Rithm Capital Corp. Common Stock,Real Estate,Real Estate Investment Trusts,5169919088.0
MC,Moelis & Company Class A Common Stock,Finance,Investment Managers,5166401060.0
IRDM,Iridium Communications Inc Common Stock,Telecommunications,Telecommunications Equipment,5163743017.0
CHH,Choice Hotels International Inc. Common Stock,Consumer Discretionary,Hotels/Resorts,5146450168.0
SR,Spire Inc. Common Stock,Utilities,Oil/Gas Transmission,5142569736.0
PAGP,Plains GP Holdings L.P. Class A Units representing Limited Partner Interests,Energy,Natural Gas Distribution,5135612018.0
GNTX,Gentex Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,5095489274.0
PSMT,PriceSmart Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,5087006477.0
PECO,Phillips Edison & Company Inc. Common Stock,Real Estate,Real Estate Investment Trusts,5077800000.0
IEP,Icahn Enterprises L.P. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,5073981675.0
IPGP,IPG Photonics Corporation Common Stock,Technology,Semiconductors,5050790304.0
QS,QuantumScape Corporation Class A Common Stock,Miscellaneous,Industrial Machinery/Components,5044189623.0
RGTIW,Rigetti Computing Inc. Warrants,Technology,EDP Services,5042489902.0
HLNE,Hamilton Lane Incorporated Class A Common Stock,Finance,Investment Managers,5037608296.0
NAKA,Nakamoto Inc. Common Stock,Health Care,Medical/Nursing Services,5032698787.0
SITE,SiteOne Landscape Supply Inc. Common Stock,Consumer Discretionary,Professional and commerical equipment,5022780839.0
NAVN,Navan Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,5020745072.0
RUSHB,Rush Enterprises Inc. Class B,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,5003117295.0
CNX,CNX Resources Corporation Common Stock,Energy,Oil & Gas Production,4995573844.0
WHD,Cactus Inc. Class A Common Stock,Consumer Discretionary,Oil and Gas Field Machinery,4991811615.0
DUOL,Duolingo Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,4967292203.0
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,4964520301.0
UWMC,UWM Holdings Corporation Class A Common Stock,Finance,Finance: Consumer Services,4947362300.0
HRB,H&R Block Inc. Common Stock,Consumer Discretionary,Other Consumer Services,4929704450.0
LPX,Louisiana-Pacific Corporation Common Stock,Basic Materials,Forest Products,4926172689.0
GBTG,Global Business Travel Group Inc. Class A Common Stock,Consumer Discretionary,Transportation Services,4922544168.0
ALH,Alliance Laundry Holdings Inc. Common Stock,Industrials,Industrial Machinery/Components,4919536310.0
OTF,Blue Owl Technology Finance Corp. Common Stock,,,4917886629.0
AX,Axos Financial Inc. Common Stock,Finance,Savings Institutions,4896060534.0
SON,Sonoco Products Company Common Stock,Consumer Discretionary,Containers/Packaging,4881147176.0
MIAX,Miami International Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,4880122362.0
MKTX,MarketAxess Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,4873525190.0
LBRDK,Liberty Broadband Corporation Class C Common Stock,Telecommunications,Cable & Other Pay Television Services,4871747934.0
SXT,Sensient Technologies Corporation Common Stock,Industrials,Major Chemicals,4871591782.0
LBRDA,Liberty Broadband Corporation Class A Common Stock,Telecommunications,Cable & Other Pay Television Services,4860268115.0
ACMR,ACM Research Inc. Class A Common Stock,Technology,Industrial Machinery/Components,4857594361.0
RLI,RLI Corp. Common Stock (DE),Finance,Property-Casualty Insurers,4832278677.0
ACHR,Archer Aviation Inc. Class A Common Stock,Industrials,Aerospace,4831043337.0
RDN,Radian Group Inc. Common Stock,Finance,Property-Casualty Insurers,4830988871.0
ACLS,Axcelis Technologies Inc. Common Stock,Technology,Industrial Machinery/Components,4823377795.0
VSEC,VSE Corporation Common Stock,Consumer Discretionary,Military/Government/Technical,4822463286.0
UNF,Unifirst Corporation Common Stock,Consumer Discretionary,Other Consumer Services,4800482860.0
GHC,Graham Holdings Company Common Stock,Real Estate,Other Consumer Services,4757992624.0
PBF,PBF Energy Inc. Class A Common Stock,Energy,Integrated oil Companies,4757183579.0
DNTH,Dianthus Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,4727535830.0
CWEN,Clearway Energy Inc. Class C Common Stock,Utilities,Electric Utilities: Central,4715370000.0
SEB,Seaboard Corporation Common Stock,Industrials,Farming/Seeds/Milling,4713744859.0
NTSK,Netskope Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,4703693119.0
BOOT,Boot Barn Holdings Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,4693236699.0
XMTR,Xometry Inc. Class A Common Stock,Consumer Discretionary,Business Services,4692338770.0
ZETA,Zeta Global Holdings Corp. Class A Common Stock,Technology,Computer Software: Prepackaged Software,4683550699.0
PTEN,Patterson-UTI Energy Inc. Common Stock,Energy,Oil & Gas Production,4673093308.0
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,Utilities,Power Generation,4661512443.0
ASB,Associated Banc-Corp Common Stock,Finance,Major Banks,4648025028.0
FCN,FTI Consulting Inc. Common Stock,Consumer Discretionary,Professional Services,4644895586.0
LAUR,Laureate Education Inc. Common Stock,Real Estate,Other Consumer Services,4636080932.0
NNI,Nelnet Inc. Common Stock,Finance,Finance: Consumer Services,4633692266.0
MDU,MDU Resources Group Inc. Common Stock (Holding Company),Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),4631573492.0
SPHR,Sphere Entertainment Co. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,4630437302.0
FFIN,First Financial Bankshares Inc. Common Stock,Finance,Major Banks,4619409423.0
MAIN,Main Street Capital Corporation Common Stock,Finance,Finance/Investors Services,4615085660.0
ALK,Alaska Air Group Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,4606473951.0
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,Real Estate,Real Estate Investment Trusts,4606185932.0
LGND,Ligand Pharmaceuticals Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,4596016519.0
MIR,Mirion Technologies Inc. Class A Common Stock,Industrials,Industrial Machinery/Components,4595212010.0
AQN,Algonquin Power & Utilities Corp. Common Shares,Utilities,Electric Utilities: Central,4593662517.0
REYN,Reynolds Consumer Products Inc. Common Stock,Consumer Discretionary,Containers/Packaging,4592621145.0
EBC,Eastern Bankshares Inc. Common Stock,Finance,Savings Institutions,4588190515.0
MRP,Millrose Properties Inc. Class A Common Stock,Finance,Real Estate,4587904223.0
CSW,CSW Industrials Inc. Common Stock,Industrials,Home Furnishings,4578723940.0
DIOD,Diodes Incorporated Common Stock,Technology,Semiconductors,4578392743.0
UFPI,UFP Industries Inc. Common Stock,Basic Materials,Forest Products,4574663543.0
PI,Impinj Inc. Common Stock,Technology,Industrial Machinery/Components,4561567546.0
MTN,Vail Resorts Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,4547489969.0
RELY,Remitly Global Inc. Common Stock,Consumer Discretionary,Business Services,4543908085.0
GTLB,GitLab Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,4540830012.0
